@PG,,,ID:bwa,PN:bwa,,VN:0.7.17-r1188,CL:bwa,mem,#NAME?,10,/cluster/project/gdc/shared/p298/Rishi/PostPhaseScaffoldingGenomes/WF_Canu.chr.fasta,/cluster/project/gdc/shared/p298/Rishi/LinkageMap/SpeciesAveragedMap.fasta,,,,,,
consensus_26712,SA18,11.52,16,PGA,scaffold28,1117348,60,x,x,x,x,x,x,x,x,x,x,x
consensus_73409,SA18,11.85,0,PGA,scaffold28,1091105,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46839,SA18,12.18,16,PGA,scaffold28,5108006,40,x,x,x,x,x,x,x,x,x,x,x
consensus_50472,SA18,12.5,0,PGA,scaffold28,1321928,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12476,SA18,12.5,16,PGA,scaffold28,5077796,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4882,SA18,12.83,16,Contig,16124.018709F,1798,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18499,SA18,12.83,16,PGA,scaffold28,8208979,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48131,SA18,12.83,16,PGA,scaffold28,5077882,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2371,SA18,13.15,0,PGA,scaffold28,8169600,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17979,SA18,13.15,0,PGA,scaffold28,1321842,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8896,SA18,13.81,0,PGA,scaffold28,11054417,48,x,x,x,x,x,x,x,x,x,x,x
consensus_28830,SA18,18.4,16,PGA,scaffold28,8159563,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38968,SA18,21.05,16,PGA,scaffold28,8912229,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14576,SA18,21.05,16,PGA,scaffold28,8407772,38,x,x,x,x,x,x,x,x,x,x,x
consensus_64827,SA18,21.05,16,PGA,scaffold28,8854323,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23575,SA18,21.05,0,PGA,scaffold28,8803679,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36850,SA18,21.05,16,PGA,scaffold28,8972266,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37074,SA18,21.7,16,PGA,scaffold28,9315580,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8021,SA18,23.35,0,PGA,scaffold28,10548187,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34071,SA18,23.68,16,PGA,scaffold28,9956612,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26361,SA18,24.99,16,PGA,scaffold28,10826461,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45818,SA18,26.31,16,PGA,scaffold28,17127126,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57879,SA18,26.96,16,PGA,scaffold22,49127824,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43939,SA18,27.29,16,PGA,scaffold28,13476445,32,x,x,x,x,x,x,x,x,x,x,x
consensus_42918,SA18,27.62,16,PGA,scaffold28,13246472,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12435,SA18,27.62,0,PGA,scaffold28,14001038,43,x,x,x,x,x,x,x,x,x,x,x
consensus_3204,SA18,27.94,0,PGA,scaffold28,18294423,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68283,SA18,27.94,16,PGA,scaffold28,23453860,46,x,x,x,x,x,x,x,x,x,x,x
consensus_44000,SA18,27.94,16,PGA,scaffold28,17757757,54,x,x,x,x,x,x,x,x,x,x,x
consensus_30862,SA18,28.27,16,PGA,scaffold28,14975310,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1695,SA18,28.59,0,PGA,scaffold28,20186157,33,x,x,x,x,x,x,x,x,x,x,x
consensus_7943,SA18,28.92,16,PGA,scaffold28,16425377,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37210,SA18,28.92,16,PGA,scaffold28,7448133,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21930,SA18,28.92,16,PGA,scaffold28,20935351,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39729,SA18,28.92,16,PGA,scaffold28,17948088,60,x,x,x,x,x,x,x,x,x,x,x
consensus_69592,SA18,28.92,0,PGA,scaffold28,15814785,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9297,SA18,28.92,16,PGA,scaffold28,19972529,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62714,SA18,29.57,16,PGA,scaffold28,38873956,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18273,SA18,29.57,16,PGA,scaffold28,13113120,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23208,SA18,29.57,16,PGA,scaffold28,15422084,60,x,x,x,x,x,x,x,x,x,x,x
consensus_55966,SA18,29.9,16,PGA,scaffold28,24045241,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56905,SA18,29.9,16,PGA,scaffold28,44447804,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19274,SA18,30.22,16,PGA,scaffold28,42654483,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38520,SA18,30.22,16,PGA,scaffold28,44352898,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56621,SA18,30.22,16,PGA,scaffold28,23639264,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7776,SA18,30.22,16,PGA,scaffold28,23979352,49,x,x,x,x,x,x,x,x,x,x,x
consensus_28695,SA18,30.22,16,PGA,scaffold28,23613069,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50730,SA18,30.55,16,PGA,scaffold28,23905463,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23269,SA18,31.2,16,PGA,scaffold28,25565339,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30246,SA18,31.53,16,PGA,scaffold28,24851719,40,x,x,x,x,x,x,x,x,x,x,x
consensus_41533,SA18,32.51,16,PGA,scaffold28,27580216,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35995,SA18,32.51,16,PGA,scaffold28,26981581,59,x,x,x,x,x,x,x,x,x,x,x
consensus_51586,SA18,33.17,0,PGA,scaffold28,27167117,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40541,SA18,34.48,16,PGA,scaffold28,26965252,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53145,SA18,39.48,16,PGA,scaffold28,35448605,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25832,SA18,39.8,16,PGA,scaffold28,35740775,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36423,SA18,40.13,16,PGA,scaffold28,35738488,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43517,SA18,41.11,16,PGA,scaffold28,37184622,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1678,SA18,41.44,16,PGA,scaffold28,37435961,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23676,SA18,42.09,16,PGA,scaffold28,37637752,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6217,SA18,44.72,16,PGA,scaffold28,42033910,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12371,SA18,46.68,0,PGA,scaffold28,39681733,40,x,x,x,x,x,x,x,x,x,x,x
consensus_34338,SA18,47.67,16,PGA,scaffold28,40158086,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36599,SA18,49.99,0,PGA,scaffold28,41016827,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14709,SA18,50.32,0,PGA,scaffold28,41049395,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36702,SA18,50.97,16,PGA,scaffold28,40693998,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52853,SA18,53.28,0,PGA,scaffold28,43558616,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30382,SA18,53.6,16,PGA,scaffold28,44445378,33,x,x,x,x,x,x,x,x,x,x,x
consensus_29117,SA18,54.59,16,PGA,scaffold28,47301455,38,x,x,x,x,x,x,x,x,x,x,x
consensus_24396,SA18,55.24,16,PGA,scaffold28,22194592,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38005,SA18,55.24,16,PGA,scaffold28,42791767,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36853,SA18,55.24,0,PGA,scaffold28,34942243,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66778,SA18,55.57,16,PGA,scaffold28,28676669,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1160,SA18,55.57,16,PGA,scaffold28,33388942,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37685,SA18,55.57,0,PGA,scaffold28,47785965,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10799,SA18,55.57,16,PGA,scaffold28,21911561,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43614,SA18,55.57,16,PGA,scaffold28,45403159,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43412,SA18,55.57,16,PGA,scaffold28,28781651,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22101,SA18,55.57,0,PGA,scaffold28,22338124,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37616,SA18,55.57,16,PGA,scaffold28,29395997,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48722,SA18,55.57,0,PGA,scaffold28,45102629,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18949,SA18,55.57,16,PGA,scaffold28,46994942,60,x,x,x,x,x,x,x,x,x,x,x
consensus_71550,SA18,56.22,0,PGA,scaffold28,44409514,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31024,SA18,56.55,16,PGA,scaffold28,44683981,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41821,SA18,56.55,0,PGA,scaffold28,43435154,60,x,x,x,x,x,x,x,x,x,x,x
consensus_69105,SA18,58.2,16,PGA,scaffold28,33489157,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22824,SA18,58.2,16,PGA,scaffold28,29395911,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31316,SA18,58.2,0,PGA,scaffold21,14829520,39,x,x,x,x,x,x,x,x,x,x,x
consensus_32104,SA18,58.52,16,PGA,scaffold28,34021030,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12076,SA18,58.85,16,PGA,scaffold28,25565253,60,x,x,x,x,x,x,x,x,x,x,x
consensus_76114,SA18,58.85,16,PGA,scaffold28,44325483,54,x,x,x,x,x,x,x,x,x,x,x
consensus_47476,SA18,58.85,0,PGA,scaffold28,34832087,43,x,x,x,x,x,x,x,x,x,x,x
consensus_27215,SA18,58.85,16,PGA,scaffold28,40185212,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47838,SA18,59.17,16,PGA,scaffold28,28439018,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50190,SA18,59.17,16,PGA,scaffold28,41736200,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40452,SA18,59.17,16,PGA,scaffold28,40753657,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6767,SA18,61.5,16,PGA,scaffold28,40185126,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26549,SA19,0,16,PGA,scaffold22,45890649,60,x,x,x,x,x,x,x,x,x,x,x
consensus_65115,SA19,3.3,16,PGA,scaffold22,53015240,60,x,x,x,x,x,x,x,x,x,x,x
consensus_469,SA19,3.3,0,PGA,scaffold22,42176268,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50038,SA19,3.62,0,PGA,scaffold22,55258612,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52397,SA19,3.62,0,PGA,scaffold22,53214333,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13946,SA19,7.28,16,PGA,scaffold22,47207059,60,x,x,x,x,x,x,x,x,x,x,x
consensus_59414,SA19,13.32,0,PGA,scaffold22,52185786,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40595,SA19,13.64,0,PGA,scaffold22,52185700,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10990,SA19,17.96,16,PGA,scaffold22,50132720,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20009,SA19,18.29,16,PGA,scaffold22,39124225,54,x,x,x,x,x,x,x,x,x,x,x
consensus_41563,SA19,18.61,16,PGA,scaffold22,51314933,60,x,x,x,x,x,x,x,x,x,x,x
consensus_74613,SA19,21.92,0,PGA,scaffold22,37573801,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60110,SA19,21.92,0,PGA,scaffold22,49511620,37,x,x,x,x,x,x,x,x,x,x,x
consensus_19780,SA19,23.9,16,PGA,scaffold22,44313185,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48082,SA19,26.22,0,PGA,scaffold22,42130938,60,x,x,x,x,x,x,x,x,x,x,x
consensus_54272,SA19,26.22,0,PGA,scaffold22,41884145,51,x,x,x,x,x,x,x,x,x,x,x
consensus_11850,SA19,26.22,0,PGA,scaffold22,42524602,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52771,SA19,26.87,0,PGA,scaffold22,46317888,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20398,SA19,26.87,16,PGA,scaffold22,45765259,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47702,SA19,27.84,0,PGA,scaffold22,3386117,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50938,SA19,27.84,0,PGA,scaffold22,28551524,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23258,SA19,28.5,0,PGA,scaffold22,19494020,60,x,x,x,x,x,x,x,x,x,x,x
consensus_63372,SA19,28.5,0,PGA,scaffold22,33015147,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25525,SA19,28.5,0,PGA,scaffold22,13046320,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47048,SA19,28.5,0,PGA,scaffold22,35026820,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34502,SA19,29.15,0,PGA,scaffold22,21029460,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47671,SA19,29.15,16,PGA,scaffold22,23909340,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17789,SA19,29.15,16,PGA,scaffold22,39088177,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36719,SA19,29.47,16,PGA,scaffold22,35766279,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62511,SA19,29.47,0,PGA,scaffold22,33535016,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36883,SA19,29.8,16,PGA,scaffold22,39074244,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46465,SA19,29.8,16,PGA,scaffold22,28908467,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4145,SA19,29.8,16,PGA,scaffold22,34719370,60,x,x,x,x,x,x,x,x,x,x,x
consensus_70269,SA19,29.8,16,PGA,scaffold22,33991632,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2784,SA19,29.8,0,PGA,scaffold22,16724272,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9831,SA19,29.8,0,PGA,scaffold22,33015233,60,x,x,x,x,x,x,x,x,x,x,x
consensus_846,SA19,30.12,16,PGA,scaffold22,29178634,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49434,SA19,30.12,0,PGA,scaffold22,28551610,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44203,SA19,30.12,0,PGA,scaffold22,31697094,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16686,SA19,30.78,16,PGA,scaffold24,31408974,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10366,SA19,30.78,0,PGA,scaffold22,23766045,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2770,SA19,31.1,16,PGA,scaffold22,23765959,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21123,SA19,31.1,0,PGA,scaffold22,23739140,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39008,SA19,31.43,0,PGA,scaffold22,22665129,59,x,x,x,x,x,x,x,x,x,x,x
consensus_33973,SA19,33.72,0,PGA,scaffold22,18396024,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30199,SA19,34.05,0,PGA,scaffold22,18451762,43,x,x,x,x,x,x,x,x,x,x,x
consensus_11329,SA19,34.05,0,PGA,scaffold22,18566516,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28734,SA19,34.37,0,PGA,scaffold22,18292680,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57031,SA19,35.68,0,PGA,scaffold22,16724358,43,x,x,x,x,x,x,x,x,x,x,x
consensus_34104,SA19,35.68,0,PGA,scaffold22,16794831,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28515,SA19,35.68,0,PGA,scaffold22,16794745,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19732,SA19,36.01,16,PGA,scaffold22,14748682,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34428,SA19,36.01,16,PGA,scaffold22,14696268,60,x,x,x,x,x,x,x,x,x,x,x
consensus_74062,SA19,36.01,0,PGA,scaffold22,16479201,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62501,SA19,36.01,16,PGA,scaffold22,14748596,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68360,SA19,37.65,16,PGA,scaffold22,15423249,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18519,SA19,37.65,16,PGA,scaffold22,15987000,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27432,SA19,37.65,0,PGA,scaffold22,16205247,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5490,SA19,37.97,0,PGA,scaffold22,15439370,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22047,SA19,41.33,16,PGA,scaffold22,8068114,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62862,SA19,41.33,0,PGA,scaffold22,13808510,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17977,SA19,41.33,0,PGA,scaffold22,13046406,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38162,SA19,41.33,0,PGA,scaffold22,3284728,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32694,SA19,41.33,16,PGA,scaffold22,12912988,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43996,SA19,41.33,0,PGA,scaffold22,9442427,43,x,x,x,x,x,x,x,x,x,x,x
consensus_17421,SA19,41.33,16,PGA,scaffold22,8146042,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40449,SA19,41.33,16,PGA,scaffold22,16222177,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26171,SA19,41.98,16,PGA,scaffold22,16164786,60,x,x,x,x,x,x,x,x,x,x,x
consensus_65649,SA19,43.29,0,PGA,scaffold22,13808424,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46451,SA19,43.95,0,PGA,scaffold22,13234723,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68397,SA19,43.95,0,PGA,scaffold22,13129998,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44520,SA19,44.93,16,PGA,scaffold22,12839768,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35327,SA19,45.58,16,PGA,scaffold22,12330057,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36435,SA19,45.91,0,PGA,scaffold22,12668375,56,x,x,x,x,x,x,x,x,x,x,x
consensus_42263,SA19,45.91,16,PGA,scaffold22,12335011,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9471,SA19,46.23,16,PGA,scaffold22,12036166,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56184,SA19,46.23,16,PGA,scaffold22,12335097,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46571,SA19,46.23,16,PGA,scaffold22,12685181,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29098,SA19,46.56,16,PGA,scaffold22,11042120,56,x,x,x,x,x,x,x,x,x,x,x
consensus_47756,SA19,46.56,0,PGA,scaffold22,10939534,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34709,SA19,46.56,16,PGA,scaffold22,10728995,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37198,SA19,46.89,0,PGA,scaffold22,9687403,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58038,SA19,46.89,0,PGA,scaffold22,9687317,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3498,SA19,46.89,0,PGA,scaffold22,10239131,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15735,SA19,47.21,0,PGA,scaffold22,10110932,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10474,SA19,47.21,0,PGA,scaffold22,9425911,59,x,x,x,x,x,x,x,x,x,x,x
consensus_38423,SA19,48.2,0,PGA,scaffold22,10111018,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39759,SA19,54.28,0,PGA,scaffold22,6944215,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41771,SA19,55.26,0,PGA,scaffold22,5153412,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32537,SA19,56.58,0,PGA,scaffold22,4784381,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34767,SA19,58.21,16,PGA,scaffold22,476113,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42130,SA19,58.21,0,PGA,scaffold22,3683745,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14138,SA19,58.21,0,PGA,scaffold22,4784467,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5771,SA19,58.54,16,PGA,scaffold22,3904940,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20892,SA19,58.54,16,PGA,scaffold22,827303,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13390,SA19,60.52,16,PGA,scaffold22,476199,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17483,SA19,60.84,16,PGA,scaffold22,20515504,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21958,SA19,61.49,0,PGA,scaffold22,12913074,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60847,SA19,62.15,0,PGA,scaffold22,4780288,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7800,SA01,7.84,16,PGA,scaffold36,20041254,40,x,x,x,x,x,x,x,x,x,x,x
consensus_32493,SA01,8.49,16,PGA,scaffold2,53407827,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4035,SA01,8.49,0,PGA,scaffold2,86851588,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30523,SA01,8.81,16,PGA,scaffold2,92981574,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37582,SA01,8.81,16,PGA,scaffold2,27743131,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53722,SA01,8.81,16,PGA,scaffold2,50363622,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58862,SA01,8.81,16,PGA,scaffold2,90551998,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26381,SA01,8.81,0,PGA,scaffold2,69851730,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34439,SA01,8.81,16,PGA,scaffold36,21206429,41,x,x,x,x,x,x,x,x,x,x,x
consensus_27144,SA01,8.81,0,PGA,scaffold2,31067040,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17248,SA01,8.81,0,PGA,scaffold2,92859244,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40927,SA01,9.14,0,PGA,scaffold2,47815807,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20927,SA01,9.14,16,PGA,scaffold2,96413176,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38938,SA01,9.14,0,PGA,scaffold2,19015125,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47034,SA01,9.14,0,PGA,scaffold2,69892361,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37165,SA01,9.14,0,PGA,scaffold30,27252357,43,x,x,x,x,x,x,x,x,x,x,x
consensus_41332,SA01,9.47,0,PGA,scaffold2,15037289,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41300,SA01,9.79,0,PGA,scaffold2,90803531,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39639,SA01,9.79,0,PGA,scaffold2,33188375,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21052,SA01,9.79,0,PGA,scaffold2,49097527,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35931,SA01,9.79,0,PGA,scaffold2,48529848,60,x,x,x,x,x,x,x,x,x,x,x
consensus_64247,SA01,9.79,0,PGA,scaffold2,50363536,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19392,SA01,9.79,16,PGA,scaffold2,12337772,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28313,SA01,10.12,16,PGA,scaffold2,90731762,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66797,SA01,10.12,16,PGA,scaffold2,17983049,59,x,x,x,x,x,x,x,x,x,x,x
consensus_782,SA01,10.12,0,PGA,scaffold2,90856905,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1036,SA01,10.12,0,PGA,scaffold2,43156803,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31231,SA01,10.12,0,PGA,scaffold2,53424881,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44739,SA01,10.12,16,PGA,scaffold2,77584351,40,x,x,x,x,x,x,x,x,x,x,x
consensus_27650,SA01,10.12,16,PGA,scaffold2,37426009,60,x,x,x,x,x,x,x,x,x,x,x
consensus_71185,SA01,10.12,0,PGA,scaffold2,43696540,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34699,SA01,10.44,16,PGA,scaffold2,96413262,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12961,SA01,10.44,16,Contig,13418.014033F,16848,40,x,x,x,x,x,x,x,x,x,x,x
consensus_40804,SA01,11.1,0,PGA,scaffold2,90803445,35,x,x,x,x,x,x,x,x,x,x,x
consensus_31574,SA01,11.1,0,PGA,scaffold2,92872137,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49738,SA01,11.1,16,PGA,scaffold2,101300588,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43812,SA01,11.42,16,PGA,scaffold2,29642293,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3201,SA01,11.42,0,PGA,scaffold2,16873646,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20415,SA01,11.42,0,PGA,scaffold2,74706277,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12497,SA01,11.42,16,PGA,scaffold2,31518175,60,x,x,x,x,x,x,x,x,x,x,x
consensus_63169,SA01,11.42,0,PGA,scaffold2,76307450,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8111,SA01,11.42,0,PGA,scaffold2,91399891,32,x,x,x,x,x,x,x,x,x,x,x
consensus_1718,SA01,11.42,0,PGA,scaffold2,37210522,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6245,SA01,11.75,0,PGA,scaffold17,8838602,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42674,SA01,12.07,0,PGA,scaffold2,15775905,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37237,SA01,12.07,0,PGA,scaffold2,21784055,59,x,x,x,x,x,x,x,x,x,x,x
consensus_41137,SA01,12.07,0,PGA,scaffold17,9735981,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29553,SA01,12.07,0,PGA,scaffold2,43797623,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3213,SA01,12.07,0,PGA,scaffold2,71267452,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49664,SA01,12.07,0,PGA,scaffold2,93539232,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14025,SA01,12.07,16,PGA,scaffold2,93224954,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39091,SA01,12.07,0,PGA,scaffold2,91333245,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12348,SA01,12.4,16,PGA,scaffold2,90589460,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37153,SA01,12.73,16,PGA,scaffold2,86452909,60,x,x,x,x,x,x,x,x,x,x,x
consensus_67677,SA01,13.05,16,PGA,scaffold32,23960237,60,x,x,x,x,x,x,x,x,x,x,x
